Order Date,Product Name,Category,Region,Quantity,Sales,Cost,Profit
12/21/2022,Monitor,Accessories,West,7,6384,5649.21,734.79
11/22/2024,Mouse,Accessories,West,4,780,617.28,162.72
1/27/2023,Printer,Office,West,4,1256,893.78,362.22
5/8/2022,Mouse,Accessories,South,1,1162,941.07,220.93
2/10/2023,Mouse,Accessories,South,8,7520,6524.97,995.03
3/26/2024,Headphones,Accessories,South,7,2387,1923.08,463.92
10/20/2023,Keyboard,Accessories,East,8,2256,1939.23,316.77
6/6/2024,Monitor,Accessories,North,8,7792,6878.88,913.12
5/24/2023,Laptop,Electronics,East,8,3944,3647.65,296.35
12/17/2023,Smartphone,Electronics,South,2,822,638.55,183.45
6/20/2024,Headphones,Accessories,North,3,1962,1492.06,469.94
12/21/2022,Printer,Office,North,4,1016,746.12,269.88
6/20/2023,Tablet,Electronics,North,2,1980,1854.01,125.99
12/8/2024,Headphones,Accessories,West,4,3996,3030.74,965.26
7/18/2022,Smartwatch,Electronics,North,1,663,479.18,183.82
10/5/2023,Laptop,Electronics,South,1,575,470.69,104.31
9/4/2023,Tablet,Electronics,South,1,187,153.24,33.76
8/1/2023,Tablet,Electronics,East,7,6216,5837.76,378.24
3/5/2022,Camera,Electronics,South,1,189,169.98,19.02
8/13/2022,Tablet,Electronics,South,2,358,316.54,41.46
4/17/2022,Keyboard,Accessories,North,6,6192,5875.77,316.23
5/25/2023,Tablet,Electronics,East,7,4382,3789.54,592.46
10/20/2024,Keyboard,Accessories,East,2,1122,1021.22,100.78
6/21/2022,Laptop,Electronics,North,8,8192,6110.28,2081.72
8/22/2022,Laptop,Electronics,South,6,2658,2457.21,200.79
3/17/2023,Tablet,Electronics,West,6,606,478.32,127.68
11/2/2024,Monitor,Accessories,South,8,448,402.57,45.43
1/17/2023,Printer,Office,North,3,1674,1238.05,435.95
2/13/2022,Tablet,Electronics,South,6,1944,1577.82,366.18
2/7/2022,Monitor,Accessories,South,6,1716,1413.91,302.09
5/5/2022,Camera,Electronics,South,6,2982,2536.99,445.01
8/14/2022,Laptop,Electronics,North,9,7497,5255.41,2241.59
1/26/2024,Headphones,Accessories,South,3,1026,883.29,142.71
12/11/2024,Laptop,Electronics,South,7,7392,5328.77,2063.23
6/23/2024,Printer,Office,North,4,2604,2332.78,271.22
11/23/2023,Smartwatch,Electronics,North,6,1746,1456.8,289.2
2/23/2024,Headphones,Accessories,West,6,5682,4316.13,1365.87
6/24/2024,Mouse,Accessories,North,8,8664,6532.84,2131.16
7/8/2023,Tablet,Electronics,West,3,1887,1523.58,363.42
10/29/2024,Smartphone,Electronics,East,7,6013,4468.49,1544.51
1/5/2024,Smartwatch,Electronics,North,2,1578,1114.42,463.58
8/19/2022,Camera,Electronics,South,3,285,246.63,38.37
1/27/2023,Laptop,Electronics,West,6,5448,4484.18,963.82
8/9/2024,Printer,Office,East,2,1710,1241.24,468.76
11/3/2022,Keyboard,Accessories,West,9,2817,2384.33,432.67
4/9/2022,Smartphone,Electronics,East,9,9117,7336.48,1780.52
8/9/2023,Smartwatch,Electronics,South,2,274,231.63,42.37
9/25/2023,Keyboard,Accessories,South,6,6408,5522.29,885.71
5/16/2022,Keyboard,Accessories,West,5,5755,4313.16,1441.84
12/10/2024,Tablet,Electronics,West,3,2262,2016.34,245.66
5/30/2024,Headphones,Accessories,East,7,1785,1551.23,233.77
6/6/2023,Printer,Office,North,8,5128,4470.13,657.87
1/4/2024,Camera,Electronics,South,8,5176,3775.18,1400.82
9/16/2023,Keyboard,Accessories,North,5,1510,1178.24,331.76
3/17/2023,Keyboard,Accessories,North,1,947,869.79,77.21
12/31/2023,Smartphone,Electronics,North,9,5427,4695.67,731.33
4/9/2022,Smartwatch,Electronics,South,4,4560,4052.13,507.87
5/3/2023,Tablet,Electronics,South,6,2100,1831.6,268.4
5/10/2024,Laptop,Electronics,North,1,1054,765.85,288.15
8/18/2022,Smartwatch,Electronics,West,6,7026,5211.79,1814.21
7/14/2022,Camera,Electronics,North,9,513,361.13,151.87
4/29/2024,Headphones,Accessories,South,2,2244,1890.17,353.83
2/22/2024,Smartphone,Electronics,North,5,1785,1650.05,134.95
6/24/2023,Keyboard,Accessories,South,5,725,647.09,77.91
11/13/2024,Smartphone,Electronics,North,4,2516,1826.71,689.29
5/29/2023,Monitor,Accessories,East,8,6256,5103.01,1152.99
6/11/2023,Camera,Electronics,North,2,452,377.66,74.34
3/5/2022,Laptop,Electronics,South,7,5285,3946.42,1338.58
3/19/2023,Smartphone,Electronics,North,6,4872,4085.21,786.79
8/22/2023,Keyboard,Accessories,East,5,2495,2330.44,164.56
2/19/2022,Monitor,Accessories,West,1,442,359.27,82.73
9/17/2024,Printer,Office,East,9,8595,7282.81,1312.19
4/8/2022,Keyboard,Accessories,East,4,3528,3116.5,411.5
6/10/2024,Laptop,Electronics,North,7,7777,7030.16,746.84
11/5/2022,Smartwatch,Electronics,South,4,2008,1556.32,451.68
5/3/2022,Mouse,Accessories,North,2,596,554.63,41.37
12/25/2024,Smartwatch,Electronics,East,9,4950,3547.33,1402.67
6/16/2024,Keyboard,Accessories,South,2,630,543.93,86.07
7/5/2024,Camera,Electronics,North,6,6144,5389.82,754.18
12/3/2023,Monitor,Accessories,North,1,140,115.79,24.21
1/30/2024,Headphones,Accessories,East,2,2014,1798.94,215.06
8/6/2024,Mouse,Accessories,West,2,384,284.98,99.02
1/18/2022,Printer,Office,East,7,3780,3428.49,351.51
2/28/2023,Monitor,Accessories,West,7,5047,4131.25,915.75
8/27/2022,Headphones,Accessories,South,3,2658,2482.11,175.89
10/14/2023,Mouse,Accessories,West,8,528,474.09,53.91
6/23/2022,Keyboard,Accessories,East,9,6507,5461.86,1045.14
6/2/2023,Camera,Electronics,South,7,5887,4851.5,1035.5
8/13/2023,Headphones,Accessories,East,8,8224,6544.84,1679.16
3/12/2022,Laptop,Electronics,South,3,723,607.75,115.25
6/3/2023,Mouse,Accessories,North,2,2272,1767.28,504.72
7/3/2022,Keyboard,Accessories,East,9,8640,6676.66,1963.34
9/14/2023,Camera,Electronics,North,8,2984,2352.19,631.81
4/28/2022,Smartphone,Electronics,East,2,606,455.05,150.95
4/8/2022,Monitor,Accessories,West,2,170,121.31,48.69
3/21/2022,Headphones,Accessories,East,9,5283,3732.7,1550.3
2/27/2023,Smartwatch,Electronics,West,6,1350,993.12,356.88
11/28/2022,Headphones,Accessories,South,4,2500,2032.66,467.34
2/11/2022,Camera,Electronics,North,4,4648,3958.15,689.85
5/21/2023,Printer,Office,North,5,650,556.59,93.41
9/14/2022,Monitor,Accessories,North,2,1538,1440.85,97.15
6/15/2024,Smartwatch,Electronics,East,4,3928,3602.68,325.32
3/23/2022,Headphones,Accessories,North,2,2258,2082.14,175.86
6/9/2022,Monitor,Accessories,West,9,2988,2540.07,447.93
4/7/2023,Headphones,Accessories,South,8,4136,3325.18,810.82
10/22/2023,Mouse,Accessories,South,7,3605,3217.18,387.82
8/10/2023,Smartwatch,Electronics,West,3,1656,1186.72,469.28
12/24/2022,Printer,Office,West,8,7072,4958.94,2113.06
9/4/2024,Keyboard,Accessories,South,8,5368,4825.48,542.52
1/22/2024,Laptop,Electronics,East,4,1356,981.21,374.79
6/26/2024,Printer,Office,South,6,1326,987.34,338.66
10/26/2024,Printer,Office,East,1,730,674.28,55.72
5/10/2024,Headphones,Accessories,South,4,4664,4369.95,294.05
12/4/2023,Laptop,Electronics,North,8,3528,2934.89,593.11
3/19/2023,Mouse,Accessories,West,3,1497,1306.41,190.59
4/21/2023,Tablet,Electronics,North,3,2628,1846.06,781.94
11/12/2022,Laptop,Electronics,West,4,4196,3540.71,655.29
8/2/2022,Monitor,Accessories,South,7,1204,886.88,317.12
8/23/2023,Printer,Office,West,7,7119,5563.95,1555.05
5/12/2024,Tablet,Electronics,West,8,1848,1496.98,351.02
5/24/2024,Tablet,Electronics,South,4,2232,1700.88,531.12
12/19/2024,Mouse,Accessories,West,6,5190,4291.14,898.86
1/28/2022,Smartphone,Electronics,West,3,1830,1426.58,403.42
1/29/2022,Mouse,Accessories,West,1,1033,730.32,302.68
11/1/2022,Smartwatch,Electronics,South,7,2324,1712.3,611.7
6/4/2023,Keyboard,Accessories,North,2,1942,1706.58,235.42
3/27/2022,Printer,Office,South,7,5740,4124.1,1615.9
10/22/2022,Smartwatch,Electronics,South,9,6435,5338.12,1096.88
3/29/2022,Mouse,Accessories,North,2,1168,995.82,172.18
8/26/2022,Tablet,Electronics,South,9,7362,6920.64,441.36
10/17/2023,Smartwatch,Electronics,West,2,862,756.03,105.97
10/25/2023,Mouse,Accessories,West,1,956,788.84,167.16
6/7/2022,Smartphone,Electronics,West,7,4438,3667.7,770.3
10/10/2023,Keyboard,Accessories,East,9,972,872,100
9/2/2022,Keyboard,Accessories,West,2,1816,1686.76,129.24
4/25/2023,Monitor,Accessories,East,4,596,490.11,105.89
3/24/2024,Mouse,Accessories,East,9,1233,886.1,346.9
1/9/2023,Headphones,Accessories,West,1,1055,966.39,88.61
11/13/2022,Tablet,Electronics,East,2,952,839.61,112.39
3/4/2023,Mouse,Accessories,West,1,312,271.53,40.47
2/12/2022,Tablet,Electronics,South,2,294,258.95,35.05
3/28/2022,Smartwatch,Electronics,North,2,474,353.09,120.91
6/2/2023,Camera,Electronics,East,2,788,592.85,195.15
5/15/2022,Mouse,Accessories,North,8,2760,2603.47,156.53
10/14/2023,Laptop,Electronics,North,4,908,688.21,219.79
10/17/2022,Smartphone,Electronics,East,1,593,459.99,133.01
7/16/2023,Headphones,Accessories,South,6,1698,1504.58,193.42
9/23/2024,Printer,Office,East,1,546,421.9,124.1
8/11/2022,Laptop,Electronics,West,5,4380,4104.16,275.84
6/11/2023,Camera,Electronics,West,4,2472,1877.38,594.62
4/1/2024,Smartphone,Electronics,East,4,1996,1599.37,396.63
12/25/2024,Camera,Electronics,West,5,2525,1825.26,699.74
7/5/2022,Headphones,Accessories,West,9,4041,3523.77,517.23
7/16/2024,Keyboard,Accessories,South,3,858,611.14,246.86
12/14/2022,Keyboard,Accessories,North,9,4221,2982.4,1238.6
2/16/2023,Tablet,Electronics,East,2,858,784.51,73.49
12/5/2024,Keyboard,Accessories,North,1,776,603.81,172.19
8/23/2023,Laptop,Electronics,North,7,3654,2782.19,871.81
2/14/2024,Headphones,Accessories,East,3,384,338.01,45.99
9/16/2023,Printer,Office,West,5,535,491.53,43.47
11/26/2022,Headphones,Accessories,North,9,7992,6012.47,1979.53
7/4/2024,Mouse,Accessories,North,7,3892,3541.43,350.57
2/26/2024,Tablet,Electronics,East,3,2637,2168.4,468.6
2/12/2024,Mouse,Accessories,South,8,8664,6314.32,2349.68
10/3/2023,Smartwatch,Electronics,South,6,918,801.13,116.87
1/17/2024,Monitor,Accessories,West,5,5625,4618.05,1006.95
6/2/2023,Tablet,Electronics,West,6,6030,5518.3,511.7
4/22/2022,Printer,Office,West,8,432,333.56,98.44
2/21/2024,Laptop,Electronics,South,6,1884,1693.42,190.58
2/21/2023,Laptop,Electronics,East,9,9225,6698.73,2526.27
8/4/2022,Printer,Office,North,2,954,883,71
2/7/2023,Smartwatch,Electronics,West,8,7072,5088.58,1983.42
8/7/2024,Smartphone,Electronics,North,3,342,252.33,89.67
2/5/2023,Printer,Office,South,4,2440,2029.14,410.86
1/22/2024,Mouse,Accessories,South,5,510,427.53,82.47
10/12/2023,Smartphone,Electronics,South,1,192,175.53,16.47
9/26/2023,Mouse,Accessories,East,5,3600,2887.7,712.3
6/1/2024,Camera,Electronics,West,7,2597,1830.68,766.32
8/12/2023,Camera,Electronics,East,4,772,556.38,215.62
8/6/2023,Mouse,Accessories,West,2,646,465.5,180.5
3/29/2024,Smartphone,Electronics,East,7,2947,2137.54,809.46
2/21/2023,Laptop,Electronics,South,5,880,624.1,255.9
2/11/2022,Camera,Electronics,West,3,1038,818.31,219.69
8/5/2024,Printer,Office,West,1,714,504.31,209.69
8/4/2023,Laptop,Electronics,South,4,1792,1285.44,506.56
8/21/2022,Headphones,Accessories,East,6,5874,4487.49,1386.51
8/13/2023,Smartwatch,Electronics,East,6,2496,2163.92,332.08
12/13/2023,Smartwatch,Electronics,West,3,795,734.66,60.34
1/26/2023,Smartphone,Electronics,East,7,7238,5640.97,1597.03
8/27/2023,Tablet,Electronics,South,1,430,346.67,83.33
1/10/2022,Headphones,Accessories,West,4,1728,1488.36,239.64
4/7/2022,Monitor,Accessories,South,3,1833,1518.21,314.79
10/23/2023,Monitor,Accessories,North,7,7280,5597.21,1682.79
3/1/2024,Smartwatch,Electronics,South,1,814,616.09,197.91
3/6/2023,Printer,Office,South,8,4696,4285.97,410.03
7/27/2023,Mouse,Accessories,South,5,1190,954.36,235.64
1/16/2024,Printer,Office,East,1,591,551.94,39.06
11/29/2023,Mouse,Accessories,North,9,8100,5896.44,2203.56
4/6/2024,Laptop,Electronics,South,6,1500,1316.69,183.31
7/26/2024,Smartwatch,Electronics,North,2,300,251.31,48.69
5/31/2023,Smartwatch,Electronics,North,9,1098,991.03,106.97
5/28/2024,Monitor,Accessories,West,4,2336,1826.51,509.49
10/5/2022,Camera,Electronics,North,5,410,369.04,40.96
10/9/2023,Mouse,Accessories,South,9,594,542.51,51.49
9/20/2023,Smartwatch,Electronics,East,2,218,179.07,38.93
3/25/2023,Tablet,Electronics,South,2,1298,1174.1,123.9
3/28/2024,Tablet,Electronics,North,5,895,714.36,180.64
7/31/2023,Keyboard,Accessories,West,4,2828,2288.57,539.43
11/15/2023,Tablet,Electronics,West,3,813,624.06,188.94
6/19/2024,Monitor,Accessories,West,4,1800,1629.81,170.19
7/24/2024,Tablet,Electronics,West,1,99,86.21,12.79
9/15/2022,Headphones,Accessories,West,8,7576,5872.58,1703.42
1/24/2024,Smartwatch,Electronics,East,3,1317,1245.98,71.02
3/21/2024,Smartwatch,Electronics,West,3,957,836.73,120.27
1/17/2022,Mouse,Accessories,South,4,1316,1071.87,244.13
12/20/2024,Headphones,Accessories,South,6,5346,4994.07,351.93
3/7/2023,Smartphone,Electronics,East,1,464,397.74,66.26
9/28/2022,Keyboard,Accessories,North,7,3752,2916.66,835.34
7/1/2024,Keyboard,Accessories,West,6,1962,1660.43,301.57
11/27/2024,Smartphone,Electronics,South,6,2310,2107.02,202.98
3/1/2023,Tablet,Electronics,East,4,3028,2342.77,685.23
7/22/2023,Monitor,Accessories,North,3,2994,2116.08,877.92
6/18/2024,Tablet,Electronics,South,3,3393,3079.55,313.45
11/8/2024,Camera,Electronics,North,3,1209,888.39,320.61
11/18/2022,Keyboard,Accessories,East,8,5784,4507.43,1276.57
3/10/2022,Laptop,Electronics,West,9,3078,2792.95,285.05
1/18/2024,Printer,Office,South,4,2464,1861.7,602.3
12/14/2024,Camera,Electronics,West,5,2445,2298.4,146.6
2/24/2023,Keyboard,Accessories,North,8,5312,4470.87,841.13
3/31/2022,Keyboard,Accessories,South,1,657,555.15,101.85
5/17/2024,Keyboard,Accessories,South,3,2580,2406.11,173.89
10/5/2022,Laptop,Electronics,East,8,4624,3730.26,893.74
11/22/2023,Smartwatch,Electronics,North,2,1258,1111.3,146.7
7/28/2024,Camera,Electronics,East,7,6468,6069.77,398.23
5/24/2023,Monitor,Accessories,West,3,1359,1206.15,152.85
11/28/2024,Laptop,Electronics,North,1,104,85.33,18.67
3/1/2023,Headphones,Accessories,South,3,1785,1691.83,93.17
6/4/2022,Monitor,Accessories,North,8,7728,5979.74,1748.26
5/27/2023,Smartphone,Electronics,West,6,4188,2956.84,1231.16
6/25/2022,Smartwatch,Electronics,South,8,3520,3160.16,359.84
8/12/2023,Camera,Electronics,East,3,2280,1914.83,365.17
7/9/2024,Printer,Office,North,9,2484,1828.46,655.54
4/17/2024,Tablet,Electronics,West,3,1248,899.81,348.19
12/12/2023,Smartwatch,Electronics,West,2,850,790.08,59.92
1/7/2022,Printer,Office,East,4,1412,1261.87,150.13
5/30/2022,Headphones,Accessories,North,1,465,438.5,26.5
5/28/2024,Printer,Office,West,1,293,263.42,29.58
1/1/2022,Tablet,Electronics,North,9,9234,6710.33,2523.67
12/1/2022,Tablet,Electronics,North,2,1298,1058.55,239.45
8/7/2024,Printer,Office,East,9,9477,7033.38,2443.62
5/29/2024,Printer,Office,South,7,6713,6255.01,457.99
4/25/2022,Laptop,Electronics,South,5,5700,4700.74,999.26
7/29/2024,Camera,Electronics,West,6,4146,3445.54,700.46
10/11/2023,Tablet,Electronics,North,8,6968,6263.45,704.55
9/9/2024,Camera,Electronics,East,2,1054,810.5,243.5
3/15/2022,Keyboard,Accessories,West,3,1983,1529.91,453.09
10/26/2023,Keyboard,Accessories,South,5,875,804.28,70.72
9/25/2023,Printer,Office,North,2,268,204.99,63.01
7/17/2024,Headphones,Accessories,West,6,5370,4324.9,1045.1
1/10/2024,Monitor,Accessories,West,8,3624,2552.57,1071.43
9/22/2024,Smartwatch,Electronics,West,4,1932,1630.84,301.16
9/5/2022,Smartphone,Electronics,North,7,6020,5635.26,384.74
5/2/2024,Headphones,Accessories,East,5,1775,1540.33,234.67
3/9/2023,Smartwatch,Electronics,West,3,1488,1105.91,382.09
9/21/2024,Keyboard,Accessories,East,6,6720,5606.44,1113.56
4/6/2022,Mouse,Accessories,East,7,5047,3690.77,1356.23
3/7/2022,Tablet,Electronics,East,5,3735,2777.87,957.13
2/26/2024,Keyboard,Accessories,East,5,1250,1129.26,120.74
1/11/2022,Tablet,Electronics,North,7,2751,2202.95,548.05
7/14/2023,Laptop,Electronics,East,9,468,409.02,58.98
7/6/2023,Printer,Office,North,4,632,517.18,114.82
9/15/2022,Keyboard,Accessories,South,7,798,578.8,219.2
1/28/2022,Smartwatch,Electronics,South,5,1295,1190.74,104.26
12/10/2024,Camera,Electronics,West,4,3360,2819.62,540.38
6/11/2023,Camera,Electronics,North,5,995,788.05,206.95
12/20/2024,Smartwatch,Electronics,East,5,550,521.28,28.72
2/27/2023,Monitor,Accessories,West,8,5384,4659.2,724.8
11/19/2023,Printer,Office,East,3,3534,3044.94,489.06
2/20/2024,Smartphone,Electronics,West,9,6813,5922.95,890.05
11/27/2023,Smartwatch,Electronics,East,6,5508,3875.63,1632.37
1/27/2022,Headphones,Accessories,East,1,966,763.47,202.53
7/4/2024,Mouse,Accessories,South,4,460,367.76,92.24
6/26/2023,Smartphone,Electronics,North,6,7026,6566.6,459.4
5/24/2024,Smartphone,Electronics,South,5,910,793.53,116.47
8/22/2022,Monitor,Accessories,West,9,5796,4066.82,1729.18
9/28/2022,Monitor,Accessories,North,3,1050,757.36,292.64
5/28/2024,Mouse,Accessories,West,1,1043,891.87,151.13
10/8/2022,Printer,Office,South,3,3330,2826.15,503.85
1/19/2022,Mouse,Accessories,East,8,1896,1447.47,448.53
4/29/2023,Camera,Electronics,West,5,5170,3921.34,1248.66
4/24/2023,Printer,Office,North,2,466,440.96,25.04
6/15/2023,Mouse,Accessories,North,8,6032,4395.39,1636.61
3/22/2023,Camera,Electronics,South,1,1084,980.94,103.06
9/20/2023,Keyboard,Accessories,North,2,490,444.66,45.34
6/30/2022,Monitor,Accessories,North,6,558,500.99,57.01
2/18/2024,Monitor,Accessories,East,4,4024,3236.94,787.06
2/2/2023,Mouse,Accessories,East,4,1560,1098.85,461.15
3/8/2024,Laptop,Electronics,North,1,126,99.38,26.62
10/8/2023,Mouse,Accessories,South,7,4921,4093.13,827.87
10/10/2023,Headphones,Accessories,West,5,2665,2132.24,532.76
4/5/2023,Headphones,Accessories,South,4,200,141.58,58.42
8/1/2024,Smartwatch,Electronics,East,2,186,153.52,32.48
10/12/2024,Monitor,Accessories,South,8,5456,4557.94,898.06
7/29/2022,Smartwatch,Electronics,West,9,3321,2780.33,540.67
2/13/2024,Headphones,Accessories,North,7,3766,2851.51,914.49
5/7/2022,Keyboard,Accessories,West,6,3150,2651.37,498.63
5/19/2022,Laptop,Electronics,East,2,646,535.87,110.13
8/12/2022,Smartphone,Electronics,South,5,2665,2295.27,369.73
10/13/2023,Smartwatch,Electronics,North,9,1467,1082.78,384.22
7/5/2024,Tablet,Electronics,North,7,4620,3629.21,990.79
3/17/2023,Tablet,Electronics,West,8,1184,1035.31,148.69
11/1/2023,Camera,Electronics,East,1,113,92.93,20.07
10/2/2024,Printer,Office,East,8,3336,2843.24,492.76
4/9/2023,Smartphone,Electronics,South,4,4224,3746.67,477.33
7/9/2022,Headphones,Accessories,North,3,1098,953.76,144.24
3/10/2024,Camera,Electronics,South,8,4400,4048.18,351.82
5/8/2022,Printer,Office,North,8,5616,4892.58,723.42
3/2/2024,Printer,Office,North,7,4676,4155.62,520.38
7/19/2022,Smartwatch,Electronics,North,2,2370,1728.77,641.23
1/24/2023,Mouse,Accessories,West,7,4487,3798.24,688.76
10/1/2024,Camera,Electronics,North,6,6384,4629.85,1754.15
3/30/2023,Keyboard,Accessories,South,8,2960,2081.89,878.11
3/24/2022,Smartwatch,Electronics,East,1,897,646.22,250.78
3/25/2023,Smartphone,Electronics,East,2,1178,1057.49,120.51
1/20/2023,Smartwatch,Electronics,East,2,1026,961.49,64.51
5/22/2022,Printer,Office,South,1,1148,1058.96,89.04
2/15/2023,Printer,Office,West,7,3185,2419.59,765.41
3/3/2022,Smartphone,Electronics,East,7,5180,4716.65,463.35
11/2/2022,Headphones,Accessories,South,5,2025,1729.87,295.13
12/24/2024,Tablet,Electronics,North,9,1359,1171.28,187.72
3/30/2023,Camera,Electronics,South,4,1836,1373.48,462.52
12/3/2022,Tablet,Electronics,West,2,702,589.96,112.04
12/7/2024,Smartphone,Electronics,West,8,6576,5238.62,1337.38
3/7/2024,Smartwatch,Electronics,West,2,1428,1029.76,398.24
1/8/2023,Camera,Electronics,North,7,6853,5593.97,1259.03
5/16/2022,Camera,Electronics,West,2,1492,1215.44,276.56
4/29/2024,Printer,Office,North,6,1938,1791.27,146.73
1/8/2023,Camera,Electronics,South,5,905,834.09,70.91
2/25/2022,Printer,Office,North,3,2571,2060.99,510.01
4/8/2024,Tablet,Electronics,West,4,1500,1372.19,127.81
3/17/2023,Smartwatch,Electronics,South,9,8712,7677.73,1034.27
7/23/2024,Monitor,Accessories,East,4,1308,939.72,368.28
3/6/2024,Smartphone,Electronics,South,4,2648,1940.68,707.32
3/18/2022,Camera,Electronics,South,9,9810,8143.04,1666.96
5/3/2024,Headphones,Accessories,North,3,3291,3016.9,274.1
9/22/2022,Smartwatch,Electronics,North,1,758,661.56,96.44
9/29/2022,Keyboard,Accessories,East,7,2436,1720.86,715.14
6/1/2024,Smartwatch,Electronics,North,7,560,396.84,163.16
10/20/2022,Smartphone,Electronics,West,8,4240,3720.28,519.72
9/5/2024,Monitor,Accessories,East,8,5416,5012.48,403.52
7/16/2023,Smartphone,Electronics,East,8,1728,1250.3,477.7
7/15/2023,Keyboard,Accessories,West,9,6309,5507.85,801.15
8/8/2023,Keyboard,Accessories,North,8,3400,2641.43,758.57
4/29/2022,Laptop,Electronics,East,1,403,330.55,72.45
12/17/2022,Keyboard,Accessories,South,4,2108,1732.38,375.62
9/30/2022,Headphones,Accessories,West,2,1090,793.88,296.12
11/6/2022,Keyboard,Accessories,North,7,1274,956.08,317.92
4/11/2024,Mouse,Accessories,South,3,1056,985.46,70.54
6/1/2023,Mouse,Accessories,North,9,5247,4325.91,921.09
11/6/2023,Mouse,Accessories,West,7,6006,4410.78,1595.22
1/18/2024,Monitor,Accessories,West,5,5415,4153.35,1261.65
2/24/2022,Smartphone,Electronics,West,1,632,550.46,81.54
1/31/2024,Printer,Office,West,8,6160,5212.04,947.96
5/26/2023,Printer,Office,South,1,857,684.09,172.91
1/28/2023,Tablet,Electronics,East,1,169,146.01,22.99
10/1/2023,Tablet,Electronics,West,7,1463,1287.87,175.13
12/18/2022,Camera,Electronics,East,8,7528,6244.93,1283.07
12/24/2022,Smartwatch,Electronics,West,2,1158,930.39,227.61
6/17/2022,Monitor,Accessories,West,4,200,179.75,20.25
1/1/2023,Smartphone,Electronics,West,2,1514,1333.33,180.67
7/7/2024,Smartwatch,Electronics,South,7,2632,1893.07,738.93
7/31/2022,Keyboard,Accessories,North,1,358,280.16,77.84
6/4/2023,Camera,Electronics,East,8,2360,1706.7,653.3
8/29/2023,Keyboard,Accessories,South,5,5275,4680.71,594.29
4/6/2023,Monitor,Accessories,East,9,1719,1467.15,251.85
2/4/2023,Smartphone,Electronics,West,6,1956,1521.97,434.03
8/27/2022,Keyboard,Accessories,West,3,1875,1722.93,152.07
6/13/2022,Monitor,Accessories,South,4,984,826.28,157.72
8/20/2023,Camera,Electronics,South,4,3616,2826.37,789.63
10/18/2024,Tablet,Electronics,West,5,4560,3379.2,1180.8
9/14/2024,Smartphone,Electronics,West,8,7496,5476.68,2019.32
8/17/2022,Camera,Electronics,North,5,5070,4180.03,889.97
4/21/2022,Smartwatch,Electronics,North,5,4505,3153.72,1351.28
1/13/2022,Tablet,Electronics,South,2,1916,1412.17,503.83
8/28/2024,Camera,Electronics,West,7,8113,7009.43,1103.57
8/13/2022,Laptop,Electronics,North,9,1809,1416.56,392.44
9/1/2023,Laptop,Electronics,South,3,1227,997.25,229.75
7/20/2023,Laptop,Electronics,South,6,2040,1915.35,124.65
12/22/2022,Tablet,Electronics,West,6,6324,5694.8,629.2
3/25/2023,Printer,Office,North,3,2724,2202.76,521.24
5/14/2023,Laptop,Electronics,South,1,1188,1077.68,110.32
1/23/2024,Keyboard,Accessories,East,8,8776,7214.93,1561.07
3/25/2023,Laptop,Electronics,South,9,5553,4120.24,1432.76
8/27/2022,Smartphone,Electronics,South,2,970,707.81,262.19
7/15/2022,Keyboard,Accessories,South,5,940,883.3,56.7
7/8/2024,Printer,Office,East,1,1175,1003.49,171.51
11/7/2022,Laptop,Electronics,East,9,4860,3434.46,1425.54
10/18/2022,Headphones,Accessories,North,1,987,779.31,207.69
5/17/2024,Camera,Electronics,East,7,2968,2482.87,485.13
3/9/2022,Mouse,Accessories,East,3,2172,1807.23,364.77
1/1/2022,Headphones,Accessories,South,7,3941,3312.04,628.96
6/22/2022,Headphones,Accessories,North,7,2261,1694.64,566.36
7/15/2022,Smartwatch,Electronics,West,9,8802,6282.07,2519.93
3/15/2023,Printer,Office,South,5,3025,2852.57,172.43
1/16/2022,Printer,Office,North,4,4428,3827.45,600.55
10/28/2024,Mouse,Accessories,West,9,7344,5926.16,1417.84
8/23/2024,Keyboard,Accessories,East,4,2236,2068.22,167.78
11/24/2024,Smartphone,Electronics,South,8,536,478.92,57.08
10/20/2024,Monitor,Accessories,North,5,1980,1730.78,249.22
1/26/2022,Printer,Office,East,6,2100,1897.14,202.86
4/16/2023,Smartwatch,Electronics,West,3,1497,1374.24,122.76
7/18/2024,Laptop,Electronics,North,6,4200,3186.3,1013.7
11/21/2022,Headphones,Accessories,South,2,1242,1050.18,191.82
11/29/2022,Smartwatch,Electronics,South,5,1570,1257.19,312.81
7/1/2023,Monitor,Accessories,East,4,428,341.38,86.62
2/2/2023,Printer,Office,South,1,914,643.26,270.74
12/13/2024,Tablet,Electronics,North,3,465,366.07,98.93
8/27/2022,Smartwatch,Electronics,North,2,1062,978.51,83.49
5/26/2022,Camera,Electronics,South,8,8720,6735.89,1984.11
2/4/2024,Mouse,Accessories,South,6,1308,964.39,343.61
12/12/2024,Headphones,Accessories,South,9,8514,7222.03,1291.97
2/7/2023,Tablet,Electronics,North,2,1212,1060.93,151.07
4/24/2023,Headphones,Accessories,West,4,2576,2072.43,503.57
9/26/2023,Keyboard,Accessories,East,8,4800,4193.81,606.19
10/2/2022,Smartwatch,Electronics,East,5,1440,1165.46,274.54
9/12/2022,Smartwatch,Electronics,North,9,10251,9513.55,737.45
1/18/2023,Smartphone,Electronics,North,7,3038,2467.02,570.98
11/24/2022,Monitor,Accessories,West,9,6993,5047.44,1945.56
